,label,tweet,tweets_length,cleaned_tweets,label_code
3060,sadness,iya tur iya jangan sombong lagi ya :d lah mav kalau sudah sombong sma kam tur :/ dari kemaren2,18,iya tur iya jangan sombong lagi ya d lah mav kalau sudah sombong sma kam tur dari kemaren2,2
3061,love,"Kalau kamu sayang seseorang,mqu gak kamu nunggu dia sampai 4 tahun?kasih alasan Krn susah jatuh hati Klo satu yaudh satu aja [URL]",24,kalau kamu sayang orang mqu gak kamu nunggu dia sampai 4 tahun kasih alas krn susah jatuh hati klo satu yaudh satu aja url,3
3062,love,"Seyakin apapun diri ini, diri kita semua, seyakin apapun itu jika ketetapan Allah yang demikian ya bisa berbuat apa?, tak ada daya, selain 'the power of doa'. [URL]",28,yakin apa diri ini diri kita semua yakin apa itu jika tetap allah yang demikian ya bisa buat apa tak ada daya selain the power of doa url,3
3063,anger,"Aku pun boleh je nak jadi selfish, pemalas dan biadap. Tapi aku ni tak bodoh. Bijak macm gampang? Cantik macam gampang pun. Kalau kau takde adab baik mampus je. Biar bodoh asalkan ada adab. Biadap tu simpan lah. Nanti kau bagi kat anak2 kau. Biar kau pulak rasa macamana biadap tu",51,aku pun boleh je nak jadi selfish malas dan biadap tapi aku ni tak bodoh bijak macm gampang cantik macam gampang pun kalau kau takde adab baik mampus je biar bodoh asal ada adab biadap tu simpan lah nanti kau bagi kat anak2 kau biar kau pulak rasa macamana biadap tu,0
3064,happy,Alhamdulillah goal suport unit penyambutan RI 1 semarang peresmian terminal baru airport a yani semarang . Tambahan 3 unit alpahard facelift 2018 mendarat dengan selamat,24,alhamdulillah goal suport unit sambut ri 1 semarang resmi terminal baru airport a yani semarang tambah 3 unit alpahard facelift 2018 darat dengan selamat,1
3065,happy,"Buat saya, apa yang dilakukan Via Valen simbol perlawanan yang perlu didukung, apapun profesinya wanita tetap harus dihormati dan dihargai [URL]",21,buat saya apa yang laku via valen simbol lawan yang perlu dukung apa profesi wanita tetap harus hormat dan harga url,1
3066,love,"Style kuliah Doyoung kek gini. Simple, gak banyak gaya, tapi itu yang bikin jatuh cinta. Pokoknya Doyoung cocok dengan gaya apa aja. Anak Ekonomi yang tiap hari datang ke prody Sastra Inggris cuma untuk ngejemput gue selesai kuliah. [URL]",39,style kuliah doyoung kek gin simple gak banyak gaya tapi itu yang bikin jatuh cinta pokok doyoung cocok dengan gaya apa aja anak ekonomi yang tiap hari datang ke prody sastra inggris cuma untuk ngejemput gue selesai kuliah url,3
3067,love,"[USERNAME] Gitu lah pokoknya. Tapi mamaku sabar banget. Kl lagi liburan smt gini aku suka bobo bareng sama mama. WKWKWK. Selera fashionnya juga bagus, simple tp gak ribet. Feminim abis gak kaya anaknya. Paling bawel masalah sholat sm kesehatan. Hadeh. T",41,username gitu lah pokok tapi mama sabar banget kl lagi libur smt gin aku suka bobo bareng sama mama wkwkwk selera fashionnya juga bagus simple tp gak ribet feminim abis gak kaya anak paling bawel masalah sholat sm sehat hadeh t,3
3068,happy,"GUE UDAH PERNAH MAKAN SEMUA WKWKWK. Fave itu cinlok (gue suka ke kontrakan abangnya buat dapetin cinlok pagi2 tanpa antri), sabana (saat khilap makan ayam), dan surabi solo (kalau sore harus mampir dan ini rebutan banget)",36,gue udah pernah makan semua wkwkwk fave itu cinlok gue suka ke kontra abang buat dapetin cinlok pagi2 tanpa antri sabana saat khilap makan ayam dan surabi solo kalau sore harus mampir dan ini rebut banget,1
3069,happy,"Minggu, 8 Juli 2018 ""Anak Gunung Krakatau"" . Berjalan lah sejauh mungkin, berlarilah secepat mungkin dan bermimpi lah setinggi-tingginya nya. Karena hidup adalah sebuah perjalanan, jadikan perjalanan semenarik mungkin untuk cerita di masa tua",34,minggu 8 juli 2018 anak gunung krakatau jalan lah jauh mungkin lari cepat mungkin dan mimpi lah setinggi tinggi nya karena hidup adalah buah jalan jadi jalan tarik mungkin untuk cerita di masa tua,1
3070,sadness,[USERNAME] Aku apa atuh naksir sama yang sekelas eh malah dia naksir temen sebangku atau temen deket saia. Selalu seperti itu. Dari sd sampe coolyeah tetep begicu,27,username aku apa atuh naksir sama yang kelas eh malah dia naksir temen bang atau temen deket saia selalu seperti itu dari sd sampe coolyeah tetep begicu,2
3071,anger,[USERNAME] [USERNAME] [USERNAME] Lebay...tidak ada urusan dengan agama ini...tapi murni keinginan orang2 Mongol untuk menyatukan dunia dibawah Khan Agung!,21,username username username lebay tidak ada urus dengan agama ini tapi murni ingin orang2 mongol untuk satu dunia bawah khan agung,0
3072,happy,"BTW, salut dengan siapapun yang bikin ad Tokopedia yang cerita masa lalu seseorang tentang nabung buat makan udang. Dengan narasi yang cukup simple tapi bisa langsung ngena ke gua emotionally. Well done",32,btw salut dengan siapa yang bikin ad tokopedia yang cerita masa lalu orang tentang nabung buat makan udang dengan narasi yang cukup simple tapi bisa langsung ngena ke gua emotionally well done,1
3073,fear,"*ceritahariini Barusan ketiduran bentar daaan mimpi serem dong. Jadi ceritanya lagi ada camp organisasi SMA gitu di salah satu tempat perkemahan. Yang anehnya related banget sama kehidupan nyata, pertama disitu rame2 kita main volly bareng yg mana emang aku sering volly.",41,ceritahariini barusan tidur bentar daaan mimpi rem dong jadi cerita lagi ada camp organisasi sma gitu di salah satu tempat kemah yang aneh related banget sama hidup nyata pertama situ rame2 kita main volly bareng yg mana emang aku sering volly,4
3074,sadness,gasabar:( oke thankyou mimin:d iya sekitar jam waktu indonesia ya,11,gasabar oke thankyou mimin d iya sekitar jam waktu indonesia ya,2
3075,love,"[USERNAME] tidak terasa, sudah seminggu yang lalu berjumpa. sejak pertemuan pertama kita, aku semakin cinta terhadap masing-masing member. kini aku selalu terbayang-bayang dengan kehadiran sosok kalian setiap mendengar lagu kalian.",32,username tidak asa sudah minggu yang lalu jumpa sejak temu pertama kita aku makin cinta hadap masing masing member kini aku selalu bayang bayang dengan hadir sosok kalian tiap dengar lagu kalian,3
3076,sadness,"[USERNAME] karena mereka gak mengenal rasa tanggung jawab, mungkin pas di sekolah sukanya juga nyinyirin gurunya, makanya kebawa ke medsos ??",20,username karena mereka gak kenal rasa tanggung jawab mungkin pas di sekolah suka juga nyinyirin guru makanya bawa ke medsos,2
3077,fear,"Honestly, penumpang2 kapal manapun, selalu nakutin buat aku. Bahkan penumpang kapal yg di dp-ku. Paling takut sama penumpang kapal itu sih, makanya aku ogah main ke tag sana, ehe. Horror.",31,honestly penumpang2 kapal mana selalu nakutin buat aku bahkan tumpang kapal yg di dp ku paling takut sama tumpang kapal itu sih makanya aku ogah main ke tag sana ehe horror,4
3078,happy,Terimakasih telah menuangkanya dalam cerita dn kemudian di posting dlm sebuah blog. Setidaknya semakin tau pasti bagaimana perjalanan kalian.,19,terimakasih telah menuangkanya dalam cerita dn kemudian di posting dlm buah blog tidak makin tau pasti bagaimana jalan kalian,1
3079,anger,Yang ditanyakan lagi nanti ada di dalam artikel itu  Terus kalo gak puas bikin deskripsi sendiri di hujat hujat sendiri .,20,yang tanya lagi nanti ada di dalam artikel itu terus kalo gak puas bikin deskripsi sendiri di hujat hujat sendiri,0
3080,sadness,"Dilema baru : Pengen ikutan reuni SMA, tapi gak pengen bikin janji juga, tapi klo diem2 aja dikira gak kangen ma temen2 lama, tapi klo beneran gak bisa dateng yg mana bukan kemauan gw, gw bakal dikucilkan di kelex dan dicap tukang PHP",42,dilema baru ken ikut reuni sma tapi gak ken bikin janji juga tapi klo diem2 aja kira gak kangen ma temen2 lama tapi klo beneran gak bisa dateng yg mana bukan mau gw gw bakal kucil di kelex dan cap tukang php,2
3081,fear,"berharap dengan pindah rumah, dapat mengurangi trauma aim.. namun na'as aim malah dikeluarkan dr sekolah karena bagi sekolah aim dpt menjadi aib dan khawatir aim mjd pelaku pencabulan juga.",30,harap dengan pindah rumah dapat kurang trauma aim namun na as aim malah keluar dr sekolah karena bagi sekolah aim dpt jadi aib dan khawatir aim mjd laku cabul juga,4
3082,love,"Cinta sejati adalah ketika dia mencintai orang lain, dan kamu masih mampu tersenyum, sambil berkata: aku turut bahagia untukmu. Jika kita mencintai seseorang,:))~",23,cinta sejati adalah ketika dia cinta orang lain dan kamu masih mampu senyum sambil kata aku turut bahagia untuk jika kita cinta orang,3
3083,anger,"Menurut penelitian ku 'orang yg paling susah di nasehatin adalah org yg JATUH CINTA uda dibilangin masih ajaaaa ngomong dia ga gitu, ga gini' harus ekstra sabar.",27,turut teliti ku orang yg paling susah di nasehatin adalah org yg jatuh cinta uda dibilangin masih ajaaaa ngomong dia ga gitu ga gin harus ekstra sabar,0
3084,sadness,"Akan selalu ada halangan dan rintangan yang akan berusaha menutup jalan kita. Be strong! Saya memang anak cengeng, wong disentil dikit sama Tuhan aja ngambeknya bisa berbulan2 ndak mau berdoa (ini serius) tp saya ga mau tinggal diam kl liat ada orang yg secengeng saya..",45,akan selalu ada halang dan rintang yang akan usaha tutup jalan kita be strong saya memang anak cengeng wong sentil dikit sama tuhan aja ngambeknya bisa berbulan2 ndak mau doa ini serius tp saya ga mau tinggal diam kl liat ada orang yg cengeng saya,2
3085,fear,"Okay makin kesini makin yakin untuk segera pindah, dari kata2 bisa jadi kenyataan, bahaya nih, harus bener2 perhatiin sama omongan, takutnya kejadian.",22,okay makin kesini makin yakin untuk segera pindah dari kata2 bisa jadi nyata bahaya nih harus bener2 perhatiin sama omong takut jadi,4
3086,love,"94. Dear member livable Mince sayang sama kaliannn, mince akan berjuang buat kita semua.. Tapi kalau gk ada dukungan dari kalian mince bisa apa.. Makasih udah nemenin mince di livable ka, minceee sayang kk livable",35,94 dear member livable mince sayang sama kaliannn mince akan juang buat kita semua tapi kalau gk ada dukung dari kalian mince bisa apa makasih udah nemenin mince di livable ka minceee sayang kk livable,3
3087,fear,"udah gitu jurit malam umayan takut sih, soalnya tempat yg dipake kemah itu dulunya hutan. hanya skrg dijadikan taman khusus buat kemah gitu. setelah jurit malam jam 4 subuh itu harus nyari Lencana yg bentuknya sangat kecil. kayak uang koin",40,udah gitu jurit malam umayan takut sih soal tempat yg dipake kemah itu dulunya hutan hanya skrg jadi taman khusus buat kemah gitu telah jurit malam jam 4 subuh itu harus nyari lencana yg bentuk sangat kecil kayak uang koin,4
3088,sadness,"tentang muhasabah. mau sebegimanapun amalan kita dalam satu hari kesimpulan muhasabahnya harus sama yakni ""amalan kita masih terlalu sedikit dan dosa kita masih terlalu banyak""",25,tentang muhasabah mau sebegimanapun amal kita dalam satu hari simpul muhasabah harus sama yakni amal kita masih terlalu sedikit dan dosa kita masih terlalu banyak,2
3089,anger,"Ya Allaaaahhh ketika kamu kesel akan sesuatu, ingin marah, tapi nggak ada gunanya karna lain pihak sulit kerja sama. Makan twit ini beserta komen netijen bikin lupa semuanya. Ikhlas aing ikhlaaaassss",31,ya allaaaahhh ketika kamu kesel akan sesuatu ingin marah tapi nggak ada guna karna lain pihak sulit kerja sama makan twit ini serta komen netijen bikin lupa semua ikhlas aing ikhlaaaassss,0
3090,love,Dear abang sayang [USERNAME] semoga betah dengan agensi barunya. kami tetap mendukung apapun keputusanmu. kami percaya pada apa yang kamu pilih. Love you Ok Taecyeon #2PM #Hottest #indonesia,28,dear abang sayang username moga betah dengan agens baru kami tetap dukung apa putus kami percaya pada apa yang kamu pilih love you ok taecyeon 2pm hottest indonesia,3
3091,happy," Alhamdulillah semoga, ini momen yg sangat tepat bagi pak [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] untuk dapat memberikan contoh kepada bangsa ini dan ummat Islam, bahwa menyambung menjalin menguatkan tali silaturahmi itu akan membawa keberkahan",35,alhamdulillah moga ini momen yg sangat tepat bagi pak username username username username username username untuk dapat beri contoh kepada bangsa ini dan ummat islam bahwa sambung jalin kuat tali silaturahmi itu akan bawa berkah,1
3092,sadness,"dia blg dia ttp pegang janji pernikahannya, tdk brhak menghakimi suaminya, mndoakan suaminya dan dia yakin suaminya akn brtobat dan akan kembali ke dia",24,dia blg dia ttp pegang janji nikah tdk brhak hakim suami mndoakan suami dan dia yakin suami akn brtobat dan akan kembali ke dia,2
3093,love,Tp iya sih dosa lo banyak sm gue. Tp aku tetep cinta kok muahh,14,tp iya sih dosa lo banyak sm gue tp aku tetep cinta kok muahh,3
3094,happy,Terimakasih Papap... Terimakasih selalu ada... Terimakasih selalu siaga... Terimakasih selalu mencukupi... Terimakasih selalu memaklumi... Terimakasih selalu bersabar... Terimakasih selalu,19,terimakasih papap terimakasih selalu ada terimakasih selalu siaga terimakasih selalu cukup terimakasih selalu maklum terimakasih selalu sabar terimakasih selalu,1
3095,sadness,Portugal rasanya akan jadi yang paling lemah diantara 8 tim kandidat lain. Modal mereka juara EURO 2018 cuma HOKI!!! + catatan Ronaldo di Piala Dunia buruk. Paling mentok di 16 atau 8 besar.,32,portugal rasa akan jadi yang paling lemah antara 8 tim kandidat lain modal mereka juara euro 2018 cuma hoki catat ronaldo di piala dunia buruk paling mentok di 16 atau 8 besar,2
3096,happy,[USERNAME] sebagai jiwa berwirausaha atau pengusaha harus berani mengambil resiko apapun itu demi usaha nya kegagalan awal dari kesuksesan,19,username bagai jiwa berwirausaha atau usaha harus berani ambil resiko apa itu demi usaha nya gagal awal dari sukses,1
3097,happy,[USERNAME] #puisimalam apapun alasannya hanya TUHAN yang tau ... semoga kelak akan menerima balasan atas perbuatan nya masing2 .... kita hanya bisa mendoakan supaya tidak terjadi lagi ... Amin ttd Admin Sore,29,username puisimalam apa alas hanya tuhan yang tau moga kelak akan terima balas atas buat nya masing2 kita hanya bisa doa supaya tidak jadi lagi amin ttd admin sore,1
3098,sadness,"Ramadhan udah masuk hari yang ke-20 aja. tapi saya? masih gini gini aja, ga ada perubahan. padahal gatau taun depan saya masih ada apa ngga buat ketemu sama ramadhan #IslahDiri",31,ramadhan udah masuk hari yang ke 20 aja tapi saya masih gin gin aja ga ada ubah padahal gatau taun depan saya masih ada apa ngga buat ketemu sama ramadhan islahdiri,2
3099,love,"Setelah puluhan tahun, sekarang naik motor bersama lagi dengan Kang Endang putra almarhumah wa iyot. Walau jarang bertemu ikatan kasih sayang itu terus terjaga diantara kita. Teringat saat kecil... [URL]",30,telah puluh tahun sekarang naik motor sama lagi dengan kang endang putra almarhumah wa iyot walau jarang temu ikat kasih sayang itu terus jaga antara kita ingat saat kecil url,3
3100,anger,"Meski saya bkn ahli, tapi msh punya otak berpikir. Pikiran saya, Prof [USERNAME] punya ""ngelmu"" apologetik yg semua tk sya setujui. Maaf, spirit akademiknya agk ganggu respek saya pd beliau. [URL]",31,meski saya bkn ahli tapi msh punya otak pikir pikir saya prof username punya ngelmu apologetik yg semua tk sya tuju maaf spirit akademik agk ganggu respek saya pd beliau url,0
3101,fear,"barusan w mau ke kamar mandi trs sampingnya kan kamar si mbah kan trs dia lagi nyanyi (nadanya doang gapake lirik) lagu jawa dong trs w tanya kan mbah knp belom tidur trs dia ngomong ""ora usah ndok ora usah ndok"" berkali kali sambil kek ngusir gitu w takut dong sampe gajadi pipis",53,barusan w mau ke kamar mandi trs samping kan kamar si mbah kan trs dia lagi nyanyi nada doang gapake lirik lagu jawa dong trs w tanya kan mbah knp bom tidur trs dia ngomong ora usah ndok ora usah ndok kali kali sambil kek ngusir gitu w takut dong sampe gajadi pipis,4
3102,love,Aku ingin jatuh cinta padamu yang siap menerima perasaanku ini tanpa rasa paksaan dari siapapun. Semoga kamu juga menginginkannya dan selamat malam gadisku.,23,aku ingin jatuh cinta pada yang siap terima asa ini tanpa rasa paksa dari siapa moga kamu juga ingin dan selamat malam gadis,3
3103,sadness,kapan ea masalah nya cepat klar,6,kapan ea masalah nya cepat klar,2
3104,sadness,"pengin yo ngechat duluan, tapi nyapanya begimana ?? eh abis nyapa itu yg bingung meh ngobrolin apa, paling2 ntr berhenti chatingnya di aku :( kan sedih",24,pengin yo ngechat duluan tapi nyapanya begimana eh abis nyapa itu yg bingung meh ngobrolin apa paling2 ntr henti chatingnya di aku kan sedih,2
3105,happy,Selamat buat produser RaamPunjabi n MVP yg telah kembali memproduksi film Box Office. Semoga berkelanjutan dg film2 berikutnya [URL],19,selamat buat produser raampunjabi n mvp yg telah kembali produksi film box office moga lanjut dg film2 ikut url,1
3106,fear,Banyak hal yang membuat ku khawatir didunia ini tapi kamulah yang paling aku khawatirkan..,14,banyak hal yang buat ku khawatir dunia ini tapi kamu yang paling aku khawatir,4
3107,fear,"kalo gua sih karna trauma. gua sering digodain banci dijalan, tangan gua pernah dipegang dia, tytyd gua hampir dipegang, pas distasiun lg anter mantan gua pulang dulu ada banci godain ngajak nganu dikosan wanjay",34,kalo gua sih karna trauma gua sering digodain banci jalan tangan gua pernah pegang dia tytyd gua hampir pegang pas stasiun lg anter mantan gua pulang dulu ada banci godain ngajak nganu dikosan wanjay,4
3108,anger,[USERNAME] [USERNAME] Ini Negara Hukum. Hkm hrs menjadi panglima. Jika ada yg tdk spendapat dgn apa yg dsampaikn Polri lakukan upaya hukum drpd hny nyinyir saja.,26,username username ini negara hukum hkm hrs jadi panglima jika ada yg tdk spendapat dgn apa yg dsampaikn polri laku upaya hukum drpd hny nyinyir saja,0
3109,love,"intinya, aku sayang kamu nih aku kasih tontonan biar makin sayang sama aku. wkwkwk aku nemu nih di yutup tadi. wkwkwkwkwk Sekali lagi happy mensive ya",26,inti aku sayang kamu nih aku kasih tonton biar makin sayang sama aku wkwkwk aku nemu nih di yutup tadi wkwkwkwkwk sekali lagi happy mensive ya,3
3110,sadness,"Jujur gue gapernah ngomong ama ini orang, trs tb2 jd closefriend nya dia di ig, dan setiap malam gue menyaksikan dia lg mabok-mabok ria bersama teman-temannya. Aku kudu piye.",31,jujur gue gapernah ngomong ama ini orang trs tb2 jd closefriend nya dia di ig dan tiap malam gue saksi dia lg mabok mabok ria sama teman teman aku kudu piye,2
3111,love,"Kata orang, semakin lama umur suatu hubungan maka perasaan itu akan memudar Kok aku malah sebaliknya ya.. kayak semakin lama malah semakin jatuh cinta sama dia~ huhuhu I love you Diddy",31,kata orang makin lama umur suatu hubung maka asa itu akan pudar kok aku malah balik ya kayak makin lama malah makin jatuh cinta sama dia huhuhu i love you diddy,3
3112,love,"Karena cinta pahit berubah menjadi manis,karena cinta tembaga berubah menjadi emas.Karena cinta ampas berubah jd sari murni,karena cinta pedih menjadi obat.",24,karena cinta pahit ubah jadi manis karena cinta tembaga ubah jadi emas karena cinta ampas ubah jd sari murni karena cinta pedih jadi obat,3
3113,love,Karena Cinta Yang Sesungguhnya Berasal dari Hati.. Di Rasakan Oleh Hati.. Di Ungkapkan Lewat Hati Yang Di Terjemahkan Ke Dalam Setiap Bait Bait Puisi..,24,karena cinta yang sungguh asal dari hati di rasa oleh hati di ungkap lewat hati yang di terjemah ke dalam tiap bait bait puisi,3
3114,anger,"Yoi, munafik sdh paling bener. Ga ada dalam sejarah para bangsat penjual agama bisa dengan jujur mengakui fakta dilapangan, semua diputarbalikan , susah kl minum kencing onta kebanyakan gt lah.",29,yoi munafik sdh paling bener ga ada dalam sejarah para bangsat jual agama bisa dengan jujur aku fakta lapang semua diputarbalikan susah kl minum kencing onta banyak gt lah,0
3115,anger,"diatas langit masih ada langit tp bagi saya kepentingan politik luar negri hrs pragmatis mendukung kepentingan domestik bkn sekedar sentimen. Negara donor terbesar Palestina US , kmn Turki dan Arab? Kenyataan yg hrs anda pelajari",34,atas langit masih ada langit tp bagi saya penting politik luar negri hrs pragmatis dukung penting domestik bkn dar sentimen negara donor besar palestina us kmn turki dan arab nyata yg hrs anda ajar,0
3116,fear,[USERNAME] dikasih minyak tawon gitu perhari nya nanti dibiarin sampe mateng nah kalo udah baru tuh diletusin biar darah kotor nya keluar semua gitu ngeri....,25,username kasih minyak tawon gitu hari nya nanti dibiarin sampe mateng nah kalo udah baru tuh diletusin biar darah kotor nya keluar semua gitu ngeri,4
3117,happy,"hahaha duh nad itu bisa aja sih lo nyampe di serang fans 'kencing aja belom lurus  kaga tau apa dia lo eksoel dari jaman teaser beribu episode itu, jaman masih lengkap",31,hahaha duh nad itu bisa aja sih lo nyampe di serang fans kencing aja bom lurus kaga tau apa dia lo eksoel dari jaman teaser ibu episode itu jaman masih lengkap,1
3118,anger,[USERNAME] [USERNAME] Bukan kah pancasila milik semua WNI? Sejak orde baru berkuasa sampai sekarang adakah kedua golongan itu yang menolak azaz tunggal pancasila?,23,username username bukan kah pancasila milik semua wni sejak orde baru kuasa sampai sekarang ada dua golong itu yang tolak azaz tunggal pancasila,0
3119,fear,"[USERNAME] selamat pagi min. Kan saya sudah test, trus ada tulisan selesai, tapi ada lingkaran loading terus di kiri atas. Itu bagaimana ya min? Apa sudah tersimpan hasil test saya? Terima kasih sebelumnya [URL]",34,username selamat pagi min kan saya sudah test trus ada tulis selesai tapi ada lingkar loading terus di kiri atas itu bagaimana ya min apa sudah simpan hasil test saya terima kasih belum url,4
3120,fear,"[USERNAME] It claims to be penggantinya pet soc gitulo mas.... tapi yg bikin mencurigakan, update medsos ga jelas dan gak sering, q takut ini cuma hoax",26,username it claims to be ganti pet soc gitulo mas tapi yg bikin curiga update medsos ga jelas dan gak sering q takut ini cuma hoax,4
3121,sadness,"Sebenernya gak pengen ikut-ikutan jadi panitia pemilu, tapi gimana yah ada duitnya sih. Lol Gak juga deng! Hmm lebih ke pengen ngerasain gimana jadi panitia pemilu gitu. Dan baru tau kabar soal kecurangan kotak suara itu benar adanya. Sungguhlah manusia2 ini",42,sebenernya gak ken ikut ikut jadi panitia milu tapi gimana yah ada duit sih lol gak juga deng hmm lebih ke ken ngerasain gimana jadi panitia milu gitu dan baru tau kabar soal curang kotak suara itu benar ada sungguh manusia2 ini,2
3122,happy,"Gela gelaa masih ga nyangka gue bisa nonton [USERNAME] langsung, ini berkat mamang mamang warkop yg selalu menghemat pengeluaran makanku [URL]",21,gela gelaa masih ga nyangka gue bisa nonton username langsung ini berkat mamang mamang warkop yg selalu hemat keluar makan url,1
3123,sadness,"Mulai sekarang sering seringin latihan fake smile menjelang lebaran ditanya ""Jadi kakak kapan nikah?"" ""Calonnya mana? Udah ada?"" ""Gak kepengen liat ibu/bapak gendong cucu?"" Hahahahaudah puasa hari ke 19 :))",30,mulai sekarang sering ringin latih fake smile jelang lebaran tanya jadi kakak kapan nikah calon mana udah ada gak ken liat ibu bapak gendong cucu hahahahaudah puasa hari ke 19,2
3124,love,"Mbak mau bawa barang bapak apa? Baju bapak? Tapi nnt tdk bisa dipake Mbak kalo baju ya. Sarung bapak mau? Sarung aja ya, yg biasa bapak pake ke masjid. Biar kalo kangen bisa dipake. Ibu ambilkan. Bu, semoga bisa ketemu lagi secepatnya ya. Ada cinta bapak di senyum ibu.",49,mbak mau bawa barang bapak apa baju bapak tapi nnt tdk bisa dipake mbak kalo baju ya sarung bapak mau sarung aja ya yg biasa bapak pake ke masjid biar kalo kangen bisa dipake ibu ambil bu moga bisa ketemu lagi cepat ya ada cinta bapak di senyum ibu,3
3125,love,"anyong -! namja romantis itu idaman aku bgt perhatian pastinya sayang bt sama kita , bisa humoris juga sukanya tuh kasih sesuatu , peluk kita itu ajah deh , selamat memilih -!",27,anyong namja romantis itu idam aku bgt perhati pasti sayang bt sama kita bisa humoris juga suka tuh kasih sesuatu peluk kita itu ajah deh selamat pilih,3
3126,sadness,"Sampe 4 tahun, udah ganti pacar berkali-kali, udah ganti gebetan berkali-kali, yg terus gue tangisin sampe nggak tidur 3 hari cuma dia doang.. padahal pacaran aja nggak",29,sampe 4 tahun udah ganti pacar kali kali udah ganti gebetan kali kali yg terus gue tangisin sampe nggak tidur 3 hari cuma dia doang padahal pacar aja nggak,2
3127,sadness,ya alah tolong ingatkan diri sering khilaf ini agar tidak-pernah lupa menyisihkan 0:),14,ya alah tolong ingat diri sering khilaf ini agar tidak pernah lupa sisih 0,2
3128,happy,"Alhamdulillah, dua hari menembus Rp 100 juta. Terimakasih sahabat semua. Semoga segera terpenuhi targetnya, dan Fariz bs segera dioperasi",19,alhamdulillah dua hari tembus rp 100 juta terimakasih sahabat semua moga segera penuh target dan fariz bs segera operasi,1
3129,love,"sayang banget sama SM, ya habisnya bisa nemu jaemin. coba kalo dulu jaemin ga di rekrut, mungkin aku tidak bisa menikmati senyumnya yang indah. CIAAAAAAAAA",25,sayang banget sama sm ya habis bisa nemu jaemin coba kalo dulu jaemin ga di rekrut mungkin aku tidak bisa nikmat senyum yang indah ciaaaaaaaaa,3
3130,happy,"Jumat lalu nonton inih! Selain tertarik settingnya yg di Jogja, aku penasaran stlh baca bahaya laten acak2 rambut di review Kak [USERNAME]  Dan emang bagus banget! Mata sembab gak karuan. Nonton yuk mumpung masih tayang.",35,jumat lalu nonton inih selain tarik settingnya yg di jogja aku penasaran stlh baca bahaya laten acak2 rambut di review kak username dan emang bagus banget mata sembab gak karuan nonton yuk mumpung masih tayang,1
3131,anger,[USERNAME] saya kecewa dengan akulaku.. udah 4 hari daftar tapi gak di acc.. kata CS suruh pake nomor baru.. masih aja gak di acc.. hari ini saya ganti 3kali nomor masih aja gak di acc.. apakah udah di tutup untuk nasabah baru??,42,username saya kecewa dengan akulaku udah 4 hari daftar tapi gak di acc kata cs suruh pake nomor baru masih aja gak di acc hari ini saya ganti 3kali nomor masih aja gak di acc apakah udah di tutup untuk nasabah baru,0
3132,sadness,"Tapi kemaren hs emang benci banget, sekarang lagi kangen. Gegara masuk kamar ada poto dia Sebell Plesbek. Minggu nonton liat meme",21,tapi kemaren hs emang benci banget sekarang lagi kangen gegara masuk kamar ada poto dia sebell plesbek minggu nonton liat meme,2
3133,love,Aa gervan sayang! Jangan lupa buat senyum yah! Biar kamu tambah ganteng terus makin buat aku jatuh cinta ehehe,19,aa gervan sayang jangan lupa buat senyum yah biar kamu tambah ganteng terus makin buat aku jatuh cinta ehehe,3
3134,anger,Kalau berita ini benar.. Sungguh menggelikan sekaligus menjijikkan... Lebih parah merendahkan martabat diri bangsa dan masyarakat Indonesia... Semoga itu Hoax... [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL] [URL],26,kalau berita ini benar sungguh geli sekaligus jijik lebih parah rendah martabat diri bangsa dan masyarakat indonesia moga itu hoax username username username username url url,0
3135,sadness,"Bagaimana bisa ngapain kalo cuman di medsos. Masalahnya, di dunia nyata ndak ada yang peduli, ndak ada yang bertindak melarang mereka. Yang berwenang ndak tahu di mana... [URL]",28,bagaimana bisa ngapain kalo cuman di medsos masalah di dunia nyata ndak ada yang peduli ndak ada yang tindak larang mereka yang wenang ndak tahu di mana url,2
3136,love,"Aku gak bisa ngomong banyak karena mau ngomong apa lagi? Aku udah speechless karena saking sayangnya sama kalian, yaampun. Intinya, aku sayang kalian semua. Judy juga! Aku mau kita semua kedepannya lebih kompak lagi. Aamiin!",35,aku gak bisa ngomong banyak karena mau ngomong apa lagi aku udah speechless karena saking sayang sama kalian yaampun inti aku sayang kalian semua judy juga aku mau kita semua depan lebih kompak lagi aamiin,3
3137,fear,Hubungan asrama Justin dan Selena membuktikan bahwa pacaran yang putus nyambung itu gak sehat. Takut kebawa sampe setelah nikah makanya JB nikahin cewek lain. Huhu,25,hubung asrama justin dan lena bukti bahwa pacar yang putus nyambung itu gak sehat takut bawa sampe telah nikah makanya jb nikahin cewek lain huhu,4
3138,sadness,"Ya Allah Pengen bgt deh waktu itu berhenti berputar. Perasaan makin kesini setiap menit gak kerasa bgt. Tahu-tahu udah sejam aja, pdhal cuma baca-baca artikel di internet doang",30,ya allah ken bgt deh waktu itu henti putar asa makin kesini tiap menit gak rasa bgt tahu tahu udah jam aja pdhal cuma baca baca artikel di internet doang,2
